movie_title,content_rating,content_rating_id,genres,genres_encoded,runtime,original_release_date,tomatometer_status,tomatometer_rating,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
Laaga Chunari Mein Daag - Journey of a Woman,NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138.0,2007-10-12,Rotten,50.0,1,3,3
Rails & Ties,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,2007-10-26,Rotten,34.0,22,16,31
Mr. Untouchable,R,3,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2007-10-26,Fresh,73.0,15,19,7
House,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",88.0,2008-11-07,Rotten,0.0,1,0,13
Canvas,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,2007-10-12,Fresh,78.0,16,21,6
Skid Row,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",80.0,2007-08-24,Fresh,83.0,2,5,1
Saawariya,PG,1,"Art House & International, Drama, Musical & Performing Arts, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",146.0,2007-11-09,Rotten,38.0,10,8,13
Aaja Nachle,NR,5,"Art House & International, Drama, Musical & Performing Arts, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",147.0,2007-11-30,Fresh,67.0,2,4,2
Flawless,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",106.0,2008-03-28,Rotten,55.0,29,52,43
What Happens in Vegas,PG-13,2,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",99.0,2008-04-22,Rotten,26.0,38,34,99
Appaloosa,R,3,"Action & Adventure, Western","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",116.0,2008-10-03,Certified-Fresh,76.0,43,125,39
Good,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2008-09-08,Rotten,32.0,27,23,48
The Visitor,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2008-04-25,Certified-Fresh,89.0,30,107,13
Meet Bill,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2008-04-04,Rotten,20.0,6,4,16
Married Life,PG-13,2,"Comedy, Drama, Mystery & Suspense, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",90.0,2008-03-07,Rotten,54.0,38,64,54
Badland,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",165.0,2007-11-30,Rotten,16.0,7,3,16
The Oxford Murders,R,3,"Art House & International, Drama, Horror, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,2010-08-06,Rotten,17.0,3,2,10
Untraceable,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",101.0,2008-01-25,Rotten,16.0,41,24,124
The Informers,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",98.0,2009-04-24,Rotten,12.0,38,13,92
Meeting Resistance,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",84.0,2007-10-19,Fresh,82.0,11,18,4
The Freshman,PG,1,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,1990-07-20,Certified-Fresh,94.0,17,46,3
Guta-yubalja-deul (A Bloody Aria),NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",115.0,2006-05-31,Rotten,42.0,12,10,14
Kenny,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2008-03-21,Fresh,100.0,11,25,0
The Rocker,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2008-06-12,Rotten,41.0,39,50,73
The Perfect Holiday,PG-13,2,"Kids & Family, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",96.0,2007-12-12,Rotten,19.0,25,11,48
La Graine et le Mulet (The Secret of the Grain) (Couscous),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",151.0,2007-09-03,Certified-Fresh,93.0,19,50,4
Land of the Lost,PG-13,2,"Action & Adventure, Comedy, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",102.0,2009-06-05,Rotten,26.0,50,49,141
[Rec],R,3,"Art House & International, Horror, Special Interest","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",78.0,2007-11-23,Fresh,89.0,5,34,4
Look,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,2007-12-14,Fresh,60.0,11,21,14
And God Created Woman,R,3,"Classics, Comedy, Drama, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",98.0,1988-01-01,Rotten,38.0,1,3,5
The Box,PG-13,2,"Horror, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",113.0,2009-11-06,Rotten,44.0,30,68,87
Man in the Chair,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,2007-12-07,Rotten,50.0,15,18,18
Undoing,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,2006-06-24,Rotten,31.0,5,4,9
Black Water,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,2008-02-19,Fresh,80.0,8,16,4
21,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",122.0,2008-03-28,Rotten,35.0,40,60,110
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),NR,5,"Art House & International, Drama, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",137.0,2007-02-15,Fresh,70.0,30,46,20
Ben X,NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2007-09-26,Fresh,68.0,15,26,12
Body of Lies,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",128.0,2008-10-08,Rotten,55.0,54,117,96
Passengers,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",92.0,2008-10-24,Rotten,19.0,11,6,25
The Grand,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104.0,2008-01-11,Rotten,40.0,17,17,26
The Hammer,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,2007-04-26,Certified-Fresh,80.0,17,32,8
Shutter,PG-13,2,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",85.0,2008-03-19,Rotten,9.0,13,6,60
Priest,PG-13,2,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",87.0,2011-05-13,Rotten,15.0,18,15,85
The Escapist,R,3,"Art House & International, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,2008-01-21,Fresh,64.0,13,29,16
Sugar,R,3,"Drama, Sports & Fitness","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",118.0,2008-01-21,Certified-Fresh,92.0,45,126,11
Quid Pro Quo,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",81.0,2008-01-20,Fresh,61.0,17,22,14
Red,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",95.0,2008-08-08,Fresh,70.0,11,19,8
The Guitar,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2008-11-07,Rotten,33.0,10,6,12
The Road,R,3,"Drama, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",110.0,2009-11-25,Certified-Fresh,73.0,53,158,57
G-Force,PG,1,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",88.0,2009-07-24,Rotten,22.0,37,28,99
The Other Man,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2008-12-03,Rotten,15.0,17,6,33
The Duchess,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,2008-09-05,Fresh,62.0,48,105,65
The Women,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",114.0,2008-09-04,Rotten,14.0,44,20,128
Public Enemies,R,3,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",140.0,2009-07-01,Fresh,68.0,58,188,90
Julia,R,3,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",144.0,2009-05-08,Certified-Fresh,72.0,20,42,16
Angel and the Badman,PG,1,"Classics, Western, Romance","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100.0,1947-02-15,Fresh,71.0,0,5,2
Fade to Black,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",105.0,2006-10-09,Rotten,29.0,4,2,5
Angel Heart,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",113.0,1987-03-06,Fresh,79.0,3,23,6
Old Dogs,PG,1,"Comedy, Drama, Kids & Family","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2009-11-25,Rotten,5.0,35,6,104
Surrogates,PG-13,2,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",88.0,2009-09-25,Rotten,37.0,27,43,73
The Promotion,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86.0,2008-03-09,Rotten,53.0,28,41,36
Notorious,R,3,"Drama, Musical & Performing Arts","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",122.0,2009-01-16,Rotten,52.0,50,76,70
Soul Men,R,3,"Comedy, Musical & Performing Arts","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100.0,2008-11-07,Rotten,46.0,33,45,53
Igor,PG,1,"Animation, Comedy, Kids & Family","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",86.0,2008-09-19,Rotten,39.0,30,36,57
The Matador,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",75.0,2008-03-10,Fresh,73.0,6,11,4
The Auteur,NR,5,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80.0,2008-01-01,Fresh,67.0,1,4,2
The Caller,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",95.0,2008-09-26,Rotten,13.0,6,2,14
Sin Nombre,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",96.0,2009-03-20,Certified-Fresh,88.0,40,106,14
Das Haus der Schlafenden Schönen (House of the Sleeping Beauties),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99.0,2008-11-14,Rotten,28.0,7,5,13
The Stone Angel,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2007-09-12,Rotten,44.0,11,11,14
Alvin and the Chipmunks: The Squeakquel,PG,1,"Animation, Comedy, Kids & Family","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2009-12-23,Rotten,20.0,30,17,67
Un Conte de Noël (A Christmas Tale),NR,5,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150.0,2008-11-14,Certified-Fresh,86.0,39,113,19
The Rebound,R,3,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",97.0,2009-02-06,Rotten,41.0,3,11,16
Ripple Effect,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83.0,2008-07-11,Rotten,29.0,3,2,5
"1,000 Times Good Night",NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.0,2014-10-24,Fresh,71.0,22,39,16
Harold,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2008-07-11,Rotten,31.0,6,5,11
Push,PG-13,2,"Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",111.0,2009-02-06,Rotten,23.0,31,29,98
Felon,R,3,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",104.0,2008-07-17,Fresh,63.0,13,15,9
Scar,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",78.0,2007-05-20,Rotten,0.0,7,0,18
The Unborn,PG-13,2,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",88.0,2009-01-09,Rotten,10.0,25,12,107
Bitch Slap,R,3,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104.0,2010-01-08,Rotten,29.0,4,5,12
Forever Strong,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",112.0,2008-09-26,Rotten,29.0,10,6,15
Chocolate,R,3,"Action & Adventure, Art House & International","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,2008-02-06,Fresh,74.0,11,25,9
Fireproof,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",122.0,2008-09-26,Rotten,38.0,7,8,13
Dostana,R,3,"Art House & International, Comedy","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",145.0,2008-11-13,Fresh,87.0,4,13,2
The Garden,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",80.0,2008-06-18,Fresh,79.0,10,19,5
Splinter,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",82.0,2008-10-31,Fresh,73.0,16,27,10
Leaves of Grass,R,3,"Comedy, Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",104.0,2010-04-02,Fresh,61.0,15,23,15
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),NR,5,Romance,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",96.0,2008-12-11,Fresh,78.0,2,7,2
The Proposal,PG-13,2,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",108.0,2009-06-19,Rotten,45.0,47,84,104
Gigantic,R,3,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",99.0,2009-04-03,Rotten,36.0,27,30,53
Fuel,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",111.0,2008-10-17,Fresh,72.0,7,13,5
Hush,NR,5,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",91.0,2009-02-01,Rotten,50.0,2,4,4
Anna Karenina,NR,5,"Classics, Drama, Romance","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",95.0,1935-01-01,Fresh,93.0,0,13,1
Orphan,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",123.0,2009-07-24,Rotten,56.0,42,86,68
My Sister's Keeper,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108.0,2009-06-26,Rotten,48.0,42,66,71
The Hangover,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99.0,2009-06-05,Certified-Fresh,78.0,51,187,52
The Stepfather,PG-13,2,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",101.0,2009-10-16,Rotten,11.0,15,7,56
Okuribito (Departures),PG-13,2,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",130.0,2009-05-29,Certified-Fresh,80.0,37,86,22
Boogie (Summer Holiday),NR,5,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2008-05-16,Fresh,100.0,4,10,0
Season of the Witch,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",95.0,2011-01-07,Rotten,11.0,30,14,110
Shuttle,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",106.0,2009-03-08,Rotten,50.0,7,11,11
Miss March,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2009-03-13,Rotten,5.0,21,4,76
An American Affair,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2009-02-27,Rotten,16.0,17,6,31
Grace,R,3,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2009-08-14,Fresh,71.0,4,22,9
Endgame,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",109.0,2009-11-06,Fresh,71.0,2,5,2
The Red Baron (Der rote Baron),PG-13,2,"Action & Adventure, Drama, Romance","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",106.0,2008-03-31,Rotten,20.0,9,5,20
The Objective,NR,5,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",90.0,2008-04-24,Rotten,33.0,3,4,8
Happy Tears,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2010-02-19,Rotten,27.0,15,9,24
The Missing Person,NR,5,"Comedy, Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",95.0,2009-11-20,Fresh,64.0,12,16,9
Polanski (Polanski Unauthorized),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2009-01-09,Rotten,0.0,2,0,6
Mammoth (Mammut),R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",125.0,2009-11-20,Rotten,45.0,19,19,23
Crude,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",104.0,2009-09-09,Certified-Fresh,95.0,28,63,3
The Messenger,R,3,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",112.0,2009-11-13,Certified-Fresh,90.0,41,145,17
Lake Mungo,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",89.0,2009-02-07,Fresh,95.0,2,20,1
Venkovský Ucitel (The Country Teacher),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2008-03-20,Fresh,81.0,10,22,5
The Apartment,NR,5,"Classics, Comedy, Drama, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",125.0,1960-06-15,Certified-Fresh,93.0,17,66,5
Chatham (The Golden Boys),PG,1,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",97.0,2009-04-17,Rotten,28.0,6,5,13
